chapter,heading,heading_description,subheading,subheading_description,code,description
85,8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",85279,Other,8527921000-10-00,Alarm clock radios
85,8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",85279,Other,8527929000-90-00,Other
85,8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",85279,Other,8527990000-00-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85284,Cathode-ray tube monitors,8528420000-00-00,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85284,Cathode-ray tube monitors,8528490000-00-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85285,Other monitors,852852**00-**-00,Of a kind solely or principally used in an automatic data-processing system of heading 8471
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85285,Other monitors,8528521000-10-00,Of a kind solely or principally used in an automatic data-processing system of heading 8471
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85285,Other monitors,8528529*00-9*-00,With a screen of the liquid crystal display (LCD) technology
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85285,Other monitors,8528529100-91-00,With a screen of the liquid crystal display (LCD) technology
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85285,Other monitors,8528529900-99-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85285,Other monitors,8528590000-00-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85286,Projectors,8528620000-00-00,Capable of directly connecting to and designed for use with an automatic data processing machine of heading  8471
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85286,Projectors,852869**00-**-00,Monochrome
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85286,Projectors,8528692000-20-00,Monochrome
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85286,Projectors,8528698000-80-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",852871**00-**-00,Electronic assemblies for incorporation into automatic data-processing machines
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528711*00-1*-00,Electronic assemblies for incorporation into automatic data-processing machines
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528711100-11-00,Electronic assemblies for incorporation into automatic data-processing machines
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528711500-15-00,"Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (so-called  set-top boxes which have a communication function , including those incorporating a device performing a recording or reproducing function, provided that they retain the essential character of a set top box which has a communication function)"
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528711900-19-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528719*00-9*-00,"Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (so-called  set-top boxes which have a communication function , including those incorporating a device performing a recording or reproducing function, provided that they retain the essential character of a set top box which has a communication function)"
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528719100-91-00,"Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (so-called  set-top boxes which have a communication function , including those incorporating a device performing a recording or reproducing function, provided that they retain the essential character of a set top box which has a communication function)"
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528719900-99-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",852872**00-**-00,Television projection equipment
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528721000-10-00,Television projection equipment
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528722000-20-00,Apparatus incorporating a video recorder or reproducer
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528723000-30-00,With integral tube
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528724000-40-00,With a screen of the liquid crystal display (LCD) technology
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528726000-60-00,With a screen of the plasma display panel (PDP) technology
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528728000-80-00,Other
85,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85287,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",8528730000-00-00,"Other, monochrome"
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,852910**00-**-00,Telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529101*00-1*-00,Telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529101100-11-00,Telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529103*00-3*-00,For reception via satellite
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529103100-31-00,For reception via satellite
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529103900-39-00,Other
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529106*00-6*-00,"Inside aerials for radio or television broadcast receivers, including built-in types"
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529106500-65-00,"Inside aerials for radio or television broadcast receivers, including built-in types"
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529106900-69-00,Other
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529108000-80-00,Aerial filters and separators
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529109*00-9*-00,Other
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529109500-95-00,Other
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,852990**00-**-00,Organic light-emitting diode modules and organic light-emitting diode panels for the apparatus of subheadings 852872 or  852873
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529901*00-1*-00,Organic light-emitting diode modules and organic light-emitting diode panels for the apparatus of subheadings 852872 or  852873
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529901500-15-00,Organic light-emitting diode modules and organic light-emitting diode panels for the apparatus of subheadings 852872 or  852873
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529902000-20-00,"Parts of apparatus of subheadings 85256000, 85258030, 85284200, 85285210 and 85286200"
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529904*00-4*-00,Of wood
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529904100-41-00,Of wood
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529904900-49-00,Of other materials
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529906*00-6*-00,Electronic assemblies
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529906500-65-00,Electronic assemblies
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529909*00-9*-00,"Light-emitting diode (LED) backlight modules, which are lighting sources that consist of one or more LEDs, and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlight illumination for liquid crystal displays (LCDs)"
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529909100-91-00,"Light-emitting diode (LED) backlight modules, which are lighting sources that consist of one or more LEDs, and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlight illumination for liquid crystal displays (LCDs)"
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529909200-92-00,For television cameras of subheadings 85258011 and 85258019 and apparatus of headings 8527 and 8528
85,8529,Parts suitable for use solely or principally with the apparatus of headings 8525 to 8528,,,8529909700-97-00,Other
85,8530,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608)",,,8530100000-00-00,Equipment for railways or tramways
85,8530,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608)",,,8530800000-00-00,Other equipment
85,8530,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608)",,,8530900000-00-00,Parts
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,853110**00-**-00,Of a kind used for buildings
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531103000-30-00,Of a kind used for buildings
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531109*00-9*-00,Other
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531109500-95-00,Other
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,853120**00-**-00,Incorporating light-emitting diodes (LED)
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531202000-20-00,Incorporating light-emitting diodes (LED)
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531204000-40-00,Incorporating active matrix liquid crystal devices (LCD)
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531209*00-9*-00,Other
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531209500-95-00,Other
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,853180**00-**-00,"Bells, buzzers, door chimes and similar"
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531804000-40-00,"Bells, buzzers, door chimes and similar"
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531807000-70-00,Other
85,8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530",,,8531900000-00-00,Parts
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",,,8532100000-00-00,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0,5 kvar (power capacitors)"
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532210000-00-00,Tantalum
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532220000-00-00,Aluminium electrolytic
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532230000-00-00,"Ceramic dielectric, single layer"
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532240000-00-00,"Ceramic dielectric, multilayer"
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532250000-00-00,Dielectric of paper or plastics
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532290000-00-00,Other
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532300000-00-00,Variable or adjustable (pre-set) capacitors
85,8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)",85322,Other fixed capacitors,8532900000-00-00,Parts
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",,,8533100000-00-00,"Fixed carbon resistors, composition or film types"
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85332,Other fixed resistors,8533210000-00-00,For a power handling capacity not exceeding 20 W
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85332,Other fixed resistors,8533290000-00-00,Other
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85333,"Wirewound variable resistors, including rheostats and potentiometers",8533310000-00-00,For a power handling capacity not exceeding 20 W
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85333,"Wirewound variable resistors, including rheostats and potentiometers",8533390000-00-00,Other
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85333,"Wirewound variable resistors, including rheostats and potentiometers",853340**00-**-00,For a power handling capacity not exceeding 20 W
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85333,"Wirewound variable resistors, including rheostats and potentiometers",8533401000-10-00,For a power handling capacity not exceeding 20 W
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85333,"Wirewound variable resistors, including rheostats and potentiometers",8533409000-90-00,Other
85,8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors",85333,"Wirewound variable resistors, including rheostats and potentiometers",8533900000-00-00,Parts
85,8534,Printed circuits,,,853400**00-**-00,Multilayer circuits
85,8534,Printed circuits,,,8534001*00-1*-00,Multilayer circuits
85,8534,Printed circuits,,,8534001100-11-00,Multilayer circuits
85,8534,Printed circuits,,,8534001900-19-00,Other
85,8534,Printed circuits,,,8534009000-90-00,With other passive elements
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",,,8535100000-00-00,Fuses
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,8535210000-00-00,"For a voltage of less than 72,5 kV"
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,8535290000-00-00,Other
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,853530**00-**-00,"For a voltage of less than 72,5 kV"
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,8535301000-10-00,"For a voltage of less than 72,5 kV"
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,8535309000-90-00,Other
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,8535400000-00-00,"Lightning arresters, voltage limiters and surge suppressors"
85,8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1000 V",85352,Automatic circuit breakers,8535900000-00-00,Other
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,853610**00-**-00,For a current not exceeding 10 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536101000-10-00,For a current not exceeding 10 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536105000-50-00,For a current exceeding 10 A but not exceeding 63 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536109000-90-00,For a current exceeding 63 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,853620**00-**-00,For a current not exceeding 63 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536201000-10-00,For a current not exceeding 63 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536209000-90-00,For a current exceeding 63 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,853630**00-**-00,For a current not exceeding 16 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536301000-10-00,For a current not exceeding 16 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536303000-30-00,For a current exceeding 16 A but not exceeding 125 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",,,8536309000-90-00,For a current exceeding 125 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,853641**00-**-00,For a current not exceeding 2 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536411000-10-00,For a current not exceeding 2 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536419000-90-00,For a current exceeding 2 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536490000-00-00,Other
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,853650**00-**-00,Electronic AC switches consisting of optically coupled input and output circuits (insulated thyristor AC switches)
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536500300-03-00,Electronic AC switches consisting of optically coupled input and output circuits (insulated thyristor AC switches)
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536500500-05-00,"Electronic switches, including temperature protected electronic switches, consisting of a transistor and a logic chip (chip-on-chip technology)"
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536500700-07-00,Electromechanical snap-action switches for a current not exceeding 11 A
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536501*00-1*-00,Push-button switches
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536501100-11-00,Push-button switches
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536501500-15-00,Rotary switches
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536501900-19-00,Other
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85364,Relays,8536508000-80-00,Other
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85366,"Lamp holders, plugs and sockets",853661**00-**-00,Edison lamp holders
85,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1000 V; connectors for optical fibres, optical fibre bundles or cables",85366,"Lamp holders, plugs and sockets",8536611000-10-00,Edison lamp holders
