chapter,heading,heading_description,subheading,subheading_description,code,description
01,0101,"Live horses, asses, mules and hinnies",01012,Horses,0101210000-00-00,Pure-bred breeding animals
01,0101,"Live horses, asses, mules and hinnies",01012,Horses,010129**00-**-00,For slaughter
01,0101,"Live horses, asses, mules and hinnies",01012,Horses,0101291000-10-00,For slaughter
01,0101,"Live horses, asses, mules and hinnies",01012,Horses,0101299000-90-00,Other
01,0101,"Live horses, asses, mules and hinnies",01012,Horses,0101300000-00-00,Asses
01,0101,"Live horses, asses, mules and hinnies",01012,Horses,0101900000-00-00,Other
01,0102,Live bovine animals,01022,Cattle,010221**00-**-00,Heifers (female bovines that have never calved)
01,0102,Live bovine animals,01022,Cattle,0102211000-10-00,Heifers (female bovines that have never calved)
01,0102,Live bovine animals,01022,Cattle,0102213000-30-00,Cows
01,0102,Live bovine animals,01022,Cattle,0102219000-90-00,Other
01,0102,Live bovine animals,01022,Cattle,010229**00-**-00,Of the sub-genus Bibos or of the sub-genus Poephagus
01,0102,Live bovine animals,01022,Cattle,0102290500-05-00,Of the sub-genus Bibos or of the sub-genus Poephagus
01,0102,Live bovine animals,01022,Cattle,0102291000-10-00,Of a weight not exceeding 80 kg
01,0102,Live bovine animals,01022,Cattle,0102292*00-2*-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102292100-21-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102292900-29-00,Other
01,0102,Live bovine animals,01022,Cattle,0102294*00-4*-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102294100-41-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102294900-49-00,Other
01,0102,Live bovine animals,01022,Cattle,0102295*00-5*-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102295100-51-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102295900-59-00,Other
01,0102,Live bovine animals,01022,Cattle,0102296*00-6*-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102296100-61-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102296900-69-00,Other
01,0102,Live bovine animals,01022,Cattle,0102299*00-9*-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102299100-91-00,For slaughter
01,0102,Live bovine animals,01022,Cattle,0102299900-99-00,Other
01,0102,Live bovine animals,01023,Buffalo,0102310000-00-00,Pure-bred breeding animals
01,0102,Live bovine animals,01023,Buffalo,010239**00-**-00,Domestic species
01,0102,Live bovine animals,01023,Buffalo,0102391000-10-00,Domestic species
01,0102,Live bovine animals,01023,Buffalo,0102399000-90-00,Other
01,0102,Live bovine animals,01023,Buffalo,010290**00-**-00,Pure-bred breeding animals
01,0102,Live bovine animals,01023,Buffalo,0102902000-20-00,Pure-bred breeding animals
01,0102,Live bovine animals,01023,Buffalo,0102909*00-9*-00,Domestic species
01,0102,Live bovine animals,01023,Buffalo,0102909100-91-00,Domestic species
01,0102,Live bovine animals,01023,Buffalo,0102909900-99-00,Other
01,0103,Live swine,,,0103100000-00-00,Pure-bred breeding animals
01,0103,Live swine,01039,Other,010391**00-**-00,Domestic species
01,0103,Live swine,01039,Other,0103911000-10-00,Domestic species
01,0103,Live swine,01039,Other,0103919000-90-00,Other
01,0103,Live swine,01039,Other,010392**00-**-00,"Sows having farrowed at least once, of a weight of not less than 160 kg"
01,0103,Live swine,01039,Other,0103921*00-1*-00,"Sows having farrowed at least once, of a weight of not less than 160 kg"
01,0103,Live swine,01039,Other,0103921100-11-00,"Sows having farrowed at least once, of a weight of not less than 160 kg"
01,0103,Live swine,01039,Other,0103921900-19-00,Other
01,0103,Live swine,01039,Other,0103929000-90-00,Other
01,0104,Live sheep and goats,,,010410**00-**-00,Pure-bred breeding animals
01,0104,Live sheep and goats,,,0104101000-10-00,Pure-bred breeding animals
01,0104,Live sheep and goats,,,0104103000-30-00,Lambs (up to a year old)
01,0104,Live sheep and goats,,,0104108000-80-00,Other
01,0104,Live sheep and goats,,,010420**00-**-00,Pure-bred breeding animals
01,0104,Live sheep and goats,,,0104201000-10-00,Pure-bred breeding animals
01,0104,Live sheep and goats,,,0104209000-90-00,Other
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,010511**00-**-00,Laying stocks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105111*00-1*-00,Laying stocks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105111100-11-00,Laying stocks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105111900-19-00,Other
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105119*00-9*-00,Laying stocks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105119100-91-00,Laying stocks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105119900-99-00,Other
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105120000-00-00,Turkeys
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105130000-00-00,Ducks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105140000-00-00,Geese
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01051,Weighing not more than 185 g,0105150000-00-00,Guinea fowls
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01059,Other,0105940000-00-00,Fowls of the species Gallus domesticus
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01059,Other,010599**00-**-00,Ducks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01059,Other,0105991000-10-00,Ducks
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01059,Other,0105992000-20-00,Geese
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01059,Other,0105993000-30-00,Turkeys
01,0105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",01059,Other,0105995000-50-00,Guinea fowls
01,0106,Other live animals,01061,Mammals,0106110000-00-00,Primates
01,0106,Other live animals,01061,Mammals,0106120000-00-00,"Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
01,0106,Other live animals,01061,Mammals,0106130000-00-00,Camels and other camelids (Camelidae)
01,0106,Other live animals,01061,Mammals,010614**00-**-00,Domestic rabbits
01,0106,Other live animals,01061,Mammals,0106141000-10-00,Domestic rabbits
01,0106,Other live animals,01061,Mammals,0106149000-90-00,Other
01,0106,Other live animals,01061,Mammals,0106190000-00-00,Other
01,0106,Other live animals,01061,Mammals,0106200000-00-00,Reptiles (including snakes and turtles)
01,0106,Other live animals,01063,Birds,0106310000-00-00,Birds of prey
01,0106,Other live animals,01063,Birds,0106320000-00-00,"Psittaciformes (including parrots, parakeets, macaws and cockatoos)"
01,0106,Other live animals,01063,Birds,0106330000-00-00,Ostriches; emus (Dromaius novaehollandiae)
01,0106,Other live animals,01063,Birds,010639**00-**-00,Pigeons
01,0106,Other live animals,01063,Birds,0106391000-10-00,Pigeons
01,0106,Other live animals,01063,Birds,0106398000-80-00,Other
01,0106,Other live animals,01064,Insects,0106410000-00-00,Bees
01,0106,Other live animals,01064,Insects,0106490000-00-00,Other
01,0106,Other live animals,01064,Insects,0106900000-00-00,Other
02,0201,"Meat of bovine animals, fresh or chilled",,,0201100000-00-00,Carcases and half-carcases
02,0201,"Meat of bovine animals, fresh or chilled",,,020120**00-**-00,Compensated  quarters
02,0201,"Meat of bovine animals, fresh or chilled",,,0201202000-20-00,Compensated  quarters
02,0201,"Meat of bovine animals, fresh or chilled",,,0201203000-30-00,Unseparated or separated forequarters
02,0201,"Meat of bovine animals, fresh or chilled",,,0201205000-50-00,Unseparated or separated hindquarters
02,0201,"Meat of bovine animals, fresh or chilled",,,0201209000-90-00,Other
02,0201,"Meat of bovine animals, fresh or chilled",,,0201300000-00-00,Boneless
02,0202,"Meat of bovine animals, frozen",,,0202100000-00-00,Carcases and half-carcases
02,0202,"Meat of bovine animals, frozen",,,020220**00-**-00,Compensated  quarters
02,0202,"Meat of bovine animals, frozen",,,0202201000-10-00,Compensated  quarters
02,0202,"Meat of bovine animals, frozen",,,0202203000-30-00,Unseparated or separated forequarters
02,0202,"Meat of bovine animals, frozen",,,0202205000-50-00,Unseparated or separated hindquarters
02,0202,"Meat of bovine animals, frozen",,,0202209000-90-00,Other
02,0202,"Meat of bovine animals, frozen",,,020230**00-**-00,"Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block;  compensated  quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece"
02,0202,"Meat of bovine animals, frozen",,,0202301000-10-00,"Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block;  compensated  quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece"
02,0202,"Meat of bovine animals, frozen",,,0202305000-50-00,"Crop, chuck-and-blade and brisket cuts"
02,0202,"Meat of bovine animals, frozen",,,0202309000-90-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,020311**00-**-00,Of domestic swine
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203111000-10-00,Of domestic swine
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203119000-90-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,020312**00-**-00,Hams and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203121*00-1*-00,Hams and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203121100-11-00,Hams and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203121900-19-00,Shoulders and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203129000-90-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,020319**00-**-00,Fore-ends and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203191*00-1*-00,Fore-ends and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203191100-11-00,Fore-ends and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203191300-13-00,"Loins and cuts thereof, with bone in"
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203191500-15-00,Bellies (streaky) and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203195*00-5*-00,Boneless
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203195500-55-00,Boneless
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203195900-59-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02031,Fresh or chilled,0203199000-90-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,020321**00-**-00,Of domestic swine
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203211000-10-00,Of domestic swine
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203219000-90-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,020322**00-**-00,Hams and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203221*00-1*-00,Hams and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203221100-11-00,Hams and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203221900-19-00,Shoulders and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203229000-90-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,020329**00-**-00,Fore-ends and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203291*00-1*-00,Fore-ends and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203291100-11-00,Fore-ends and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203291300-13-00,"Loins and cuts thereof, with bone in"
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203291500-15-00,Bellies (streaky) and cuts thereof
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203295*00-5*-00,Boneless
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203295500-55-00,Boneless
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203295900-59-00,Other
02,0203,"Meat of swine, fresh, chilled or frozen",02032,Frozen,0203299000-90-00,Other
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",,,0204100000-00-00,"Carcases and half-carcases of lamb, fresh or chilled"
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204210000-00-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",020422**00-**-00,Short forequarters
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204221000-10-00,Short forequarters
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204223000-30-00,Chines and/or best ends
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204225000-50-00,Legs
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204229000-90-00,Other
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204230000-00-00,Boneless
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02042,"Other meat of sheep, fresh or chilled",0204300000-00-00,"Carcases and half-carcases of lamb, frozen"
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204410000-00-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",020442**00-**-00,Short forequarters
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204421000-10-00,Short forequarters
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204423000-30-00,Chines and/or best ends
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204425000-50-00,Legs
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204429000-90-00,Other
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",020443**00-**-00,Of lamb
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204431000-10-00,Of lamb
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204439000-90-00,Other
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",020450**00-**-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204501*00-1*-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204501100-11-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204501300-13-00,Short forequarters
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204501500-15-00,Chines and/or best ends
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204501900-19-00,Legs
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204503*00-3*-00,Cuts with bone in
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204503100-31-00,Cuts with bone in
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204503900-39-00,Boneless cuts
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204505*00-5*-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204505100-51-00,Carcases and half-carcases
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204505300-53-00,Short forequarters
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204505500-55-00,Chines and/or best ends
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204505900-59-00,Legs
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204507*00-7*-00,Cuts with bone in
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204507100-71-00,Cuts with bone in
02,0204,"Meat of sheep or goats, fresh, chilled or frozen",02044,"Other meat of sheep, frozen",0204507900-79-00,Boneless cuts
02,0205,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",,,020500**00-**-00,Fresh or chilled
02,0205,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",,,0205002000-20-00,Fresh or chilled
02,0205,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",,,0205008000-80-00,Frozen
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,,020610**00-**-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,,0206101000-10-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,,0206109*00-9*-00,Thick skirt and thin skirt
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,,0206109500-95-00,Thick skirt and thin skirt
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,,0206109800-98-00,Other
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206210000-00-00,Tongues
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206220000-00-00,Livers
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",020629**00-**-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206291000-10-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206299*00-9*-00,Thick skirt and thin skirt
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206299100-91-00,Thick skirt and thin skirt
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206299900-99-00,Other
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02062,"Of bovine animals, frozen",0206300000-00-00,"Of swine, fresh or chilled"
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206410000-00-00,Livers
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206490000-00-00,Other
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",020680**00-**-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206801000-10-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206809*00-9*-00,"Of horses, asses, mules and hinnies"
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206809100-91-00,"Of horses, asses, mules and hinnies"
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206809900-99-00,Of sheep and goats
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",020690**00-**-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206901000-10-00,For the manufacture of pharmaceutical products
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206909*00-9*-00,"Of horses, asses, mules and hinnies"
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206909100-91-00,"Of horses, asses, mules and hinnies"
02,0206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",02064,"Of swine, frozen",0206909900-99-00,Of sheep and goats
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,020711**00-**-00,"Plucked and gutted, with heads and feet, known as  83 % chickens"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207111000-10-00,"Plucked and gutted, with heads and feet, known as  83 % chickens"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207113000-30-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  70 % chickens"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207119000-90-00,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as  65 % chickens , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,020712**00-**-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  70 % chickens"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207121000-10-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  70 % chickens"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207129000-90-00,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as  65 % chickens , or otherwise presented"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,020713**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207131000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207132000-20-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207133000-30-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207134000-40-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207135000-50-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207136000-60-00,Legs and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207137000-70-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207139*00-9*-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207139100-91-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207139900-99-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,020714**00-**-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207141000-10-00,Boneless
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207142000-20-00,Halves or quarters
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207143000-30-00,"Whole wings, with or without tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207144000-40-00,"Backs, necks, backs with necks attached, rumps and wing-tips"
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207145000-50-00,Breasts and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207146000-60-00,Legs and cuts thereof
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207147000-70-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207149*00-9*-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207149100-91-00,Livers
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02071,Of fowls of the species Gallus domesticus,0207149900-99-00,Other
02,0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",02072,Of turkeys,020724**00-**-00,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as  80 % turkeys"
